hour,temperature_2m,ghi
234,21.67051625502119,1.2246467991473532e-13
235,21.677587622572762,0.0
236,21.684658127072815,0.0
237,21.691727764883865,0.0
238,21.698796532368867,0.0
239,21.705864425891217,0.0
240,21.712931441814774,0.0
241,21.719997576503843,0.0
242,21.727062826323174,0.0
243,21.734127187637984,0.0
244,21.741190656813945,0.0
245,21.74825323021718,0.0
246,21.75531490421428,0.0
247,21.7623756751723,258.81904510252076
248,21.769435539458755,499.99999999999994
249,21.77649449344163,707.1067811865476
250,21.78355253348937,866.0254037844386
251,21.790609655970904,965.9258262890684
252,21.79766585725562,1000.0
253,21.804721133713393,965.9258262890684
254,21.811775481714555,866.0254037844387
255,21.81882889762994,707.1067811865476
256,21.82588137783084,499.99999999999994
257,21.83293291868904,258.81904510252105
258,21.8399835165768,1.2246467991473532e-13
259,21.84703316786688,0.0
260,21.854081868932507,0.0
261,21.861129616147416,0.0
262,21.86817640588582,0.0
263,21.875222234522425,0.0
264,21.882267098432443,0.0
265,21.889310993991565,0.0
266,21.896353917575997,0.0
267,21.903395865562434,0.0
268,21.910436834328078,0.0
269,21.917476820250627,0.0
270,21.9245158197083,0.0
271,21.931553829079807,258.81904510252076
272,21.93859084474438,499.99999999999994
273,21.945626863081753,707.1067811865476
274,21.952661880472178,866.0254037844386
275,21.95969589329642,965.9258262890684
276,21.966728897935763,1000.0
277,21.97376089077201,965.9258262890684
278,21.980791868187477,866.0254037844387
279,21.987821826565014,707.1067811865476
280,21.99485076228799,499.99999999999994
281,22.001878671740293,258.81904510252105
282,22.008905551306352,1.2246467991473532e-13
283,22.015931397371116,0.0
284,22.02295620632007,0.0
285,22.029979974539234,0.0
286,22.037002698415158,0.0
287,22.044024374334935,0.0
288,22.05104499868619,0.0
289,22.0580645678571,0.0
290,22.065083078236373,0.0
291,22.07210052621327,0.0
292,22.079116908177593,0.0
293,22.086132220519698,0.0
294,22.093146459630486,0.0
295,22.100159621901412,258.81904510252076
296,22.10717170372449,499.99999999999994
297,22.11418270149228,707.1067811865476
298,22.121192611597905,866.0254037844386
299,22.128201430435052,965.9258262890684
300,22.13520915439796,1000.0
301,22.14221577988144,965.9258262890684
302,22.149221303280864,866.0254037844387
303,22.15622572099217,707.1067811865476
304,22.163229029411866,499.99999999999994
305,22.170231224937034,258.81904510252105
306,22.17723230396532,1.2246467991473532e-13
307,22.18423226289495,0.0
308,22.19123109812473,0.0
309,22.19822880605404,0.0
310,22.20522538308284,0.0
311,22.21222082561167,0.0
312,22.219215130041654,0.0
313,22.22620829277451,0.0
314,22.233200310212524,0.0
315,22.240191178758597,0.0
316,22.2471808948162,0.0
317,22.254169454789405,0.0
318,22.26115685508288,0.0
319,22.26814309210189,258.81904510252076
320,22.275128162252294,499.99999999999994
321,22.282112061940552,707.1067811865476
322,22.28909478757373,866.0254037844386
323,22.296076335559494,965.9258262890684
324,22.303056702306122,1000.0
325,22.31003588422249,965.9258262890684
326,22.317013877718093,866.0254037844387
327,22.323990679203032,707.1067811865476
328,22.330966285088024,499.99999999999994
329,22.337940691784397,258.81904510252105
330,22.344913895704096,1.2246467991473532e-13
331,22.351885893259695,0.0
332,22.358856680864378,0.0
333,22.365826254931953,0.0
334,22.372794611876852,0.0
335,22.379761748114138,0.0
336,22.3867276600595,0.0
337,22.393692344129256,0.0
338,22.400655796740352,0.0
339,22.407618014310373,0.0
340,22.414578993257535,0.0
341,22.421538730000698,0.0
342,22.428497220959358,0.0
343,22.435454462553643,258.81904510252076
344,22.44241045120434,499.99999999999994
345,22.449365183332862,707.1067811865476
346,22.456318655361287,866.0254037844386
347,22.463270863712328,965.9258262890684
348,22.470221804809356,1000.0
349,22.47717147507639,965.9258262890684
350,22.484119870938102,866.0254037844387
351,22.49106698881982,707.1067811865476
352,22.498012825147534,499.99999999999994
353,22.50495737634789,258.81904510252105
354,22.511900638848193,1.2246467991473532e-13
355,22.51884260907641,0.0
356,22.525783283461188,0.0
357,22.532722658431812,0.0
358,22.539660730418262,0.0
359,22.546597495851177,0.0
360,22.55353295116187,0.0
361,22.560467092782325,0.0
362,22.567399917145206,0.0
363,22.574331420683855,0.0
364,22.58126159983229,0.0
365,22.58819045102521,0.0
366,22.595117970698,0.0
367,22.602044155286727,258.81904510252076
368,22.608969001228154,499.99999999999994
369,22.615892504959717,707.1067811865476
370,22.62281466291956,866.0254037844386
371,22.629735471546503,965.9258262890684
372,22.636654927280073,1000.0
373,22.64357302656048,965.9258262890684
374,22.650489765828652,866.0254037844387
375,22.657405141526194,707.1067811865476
376,22.664319150095427,499.99999999999994
377,22.671231787979366,258.81904510252105
378,22.678143051621742,1.2246467991473532e-13
379,22.685052937466985,0.0
380,22.69196144196024,0.0
381,22.69886856154735,0.0
382,22.70577429267488,0.0
383,22.71267863179012,0.0
384,22.719581575341056,0.0
385,22.7264831197764,0.0
386,22.733383261545587,0.0
387,22.740281997098766,0.0
388,22.747179322886822,0.0
389,22.754075235361352,0.0
390,22.760969730974686,0.0
391,22.76786280617989,258.81904510252076
392,22.774754457430742,499.99999999999994
393,22.781644681181774,707.1067811865476
394,22.788533473888233,866.0254037844386
395,22.79542083200612,965.9258262890684
396,22.802306751992163,1000.0
397,22.809191230303828,965.9258262890684
398,22.816074263399333,866.0254037844387
399,22.82295584773763,707.1067811865476
400,22.829835979778423,499.99999999999994
401,22.83671465598216,258.81904510252105
402,22.843591872810038,1.2246467991473532e-13
403,22.850467626723997,0.0
404,22.857341914186748,0.0
405,22.864214731661743,0.0
406,22.871086075613192,0.0
407,22.877955942506066,0.0
408,22.88482432880609,0.0
409,22.89169123097976,0.0
410,22.898556645494324,0.0
411,22.90542056881781,0.0
412,22.912282997419,0.0
413,22.919143927767447,0.0
414,22.926003356333485,0.0
415,22.932861279588206,258.81904510252076
416,22.93971769400349,499.99999999999994
417,22.946572596051983,707.1067811865476
418,22.953425982207115,866.0254037844386
419,22.96027784894309,965.9258262890684
420,22.967128192734904,1000.0
421,22.973977010058324,965.9258262890684
422,22.98082429738991,866.0254037844387
423,22.987670051207008,707.1067811865476
424,22.994514267987753,499.99999999999994
425,23.001356944211068,258.81904510252105
426,23.008198076356678,1.2246467991473532e-13
427,23.015037660905083,0.0
428,23.0218756943376,0.0
429,23.02871217313633,0.0
430,23.035547093784185,0.0
431,23.042380452764867,0.0
432,23.049212246562888,0.0
433,23.05604247166357,0.0
434,23.062871124553027,0.0
435,23.0696982017182,0.0
436,23.076523699646824,0.0
437,23.08334761482746,0.0
438,23.090169943749473,0.0
439,23.096990682903055,258.81904510252076
440,23.1038098287792,499.99999999999994
441,23.11062737786974,707.1067811865476
442,23.117443326667313,866.0254037844386
443,23.12425767166539,965.9258262890684
444,23.131070409358266,1000.0
445,23.137881536241057,965.9258262890684
446,23.14469104880971,866.0254037844387
447,23.15149894356101,707.1067811865476
448,23.158305216992566,499.99999999999994
449,23.165109865602822,258.81904510252105
450,23.17191288589106,1.2246467991473532e-13
451,23.1787142743574,0.0
452,23.185514027502798,0.0
453,23.192312141829056,0.0
454,23.199108613838817,0.0
455,23.20590344003557,0.0
456,23.212696616923644,0.0
457,23.219488141008227,0.0
458,23.226278008795354,0.0
459,23.233066216791908,0.0
460,23.239852761505627,0.0
461,23.246637639445108,0.0
462,23.253420847119802,0.0
463,23.26020238104002,258.81904510252076
464,23.26698223771694,499.99999999999994
465,23.273760413662593,707.1067811865476
466,23.280536905389884,866.0254037844386
467,23.287311709412574,965.9258262890684
468,23.294084822245303,1000.0
469,23.300856240403572,965.9258262890684
470,23.30762596040376,866.0254037844387
471,23.31439397876312,707.1067811865476
472,23.321160291999774,499.99999999999994
473,23.32792489663273,258.81904510252105
474,23.334687789181867,1.2246467991473532e-13
475,23.341448966167953,0.0
476,23.348208424112624,0.0
477,23.35496615953842,0.0
478,23.36172216896875,0.0
479,23.368476448927925,0.0
480,23.375228995941132,0.0
481,23.381979806534464,0.0
482,23.388728877234893,0.0
483,23.395476204570297,0.0
484,23.402221785069447,0.0
485,23.40896561526201,0.0
486,23.415707691678556,0.0
487,23.42244801085056,258.81904510252076
488,23.429186569310396,499.99999999999994
489,23.435923363591346,707.1067811865476
490,23.4426583902276,866.0254037844386
491,23.44939164575426,965.9258262890684
492,23.456123126707332,1000.0
493,23.462852829623742,965.9258262890684
494,23.469580751041327,866.0254037844387
495,23.47630688749884,707.1067811865476
496,23.483031235535954,499.99999999999994
497,23.489753791693268,258.81904510252105
498,23.496474552512286,1.2246467991473532e-13
499,23.503193514535454,0.0
500,23.50991067430613,0.0
501,23.51662602836861,0.0
502,23.52333957326811,0.0
503,23.530051305550785,0.0
504,23.536761221763715,0.0
505,23.543469318454918,0.0
506,23.550175592173346,0.0
507,23.556880039468894,0.0
508,23.563582656892386,0.0
509,23.570283440995603,0.0
510,23.576982388331253,0.0
511,23.583679495453,258.81904510252076
512,23.590374758915452,499.99999999999994
513,23.597068175274167,707.1067811865476
514,23.603759741085643,866.0254037844386
515,23.61044945290734,965.9258262890684
516,23.617137307297675,1000.0
517,23.62382330081601,965.9258262890684
518,23.630507430022675,866.0254037844387
519,23.637189691478948,707.1067811865476
520,23.643870081747075,499.99999999999994
521,23.650548597390266,258.81904510252105
522,23.657225234972692,1.2246467991473532e-13
523,23.663899991059488,0.0
524,23.670572862216762,0.0
525,23.67724384501159,0.0
526,23.683912936012018,0.0
527,23.690580131787065,0.0
528,23.697245428906733,0.0
529,23.703908823941983,0.0
530,23.710570313464775,0.0
531,23.71722989404804,0.0
532,23.72388756226568,0.0
533,23.730543314692603,0.0
534,23.737197147904688,0.0
535,23.74384905847881,258.81904510252076
536,23.750499042992814,499.99999999999994
537,23.757147098025563,707.1067811865476
538,23.76379322015689,866.0254037844386
539,23.770437405967645,965.9258262890684
540,23.77707965203965,1000.0
541,23.783719954955735,965.9258262890684
542,23.790358311299737,866.0254037844387
543,23.79699471765649,707.1067811865476
544,23.803629170611817,499.99999999999994
545,23.81026166675257,258.81904510252105
546,23.81689220266659,1.2246467991473532e-13
547,23.823520774942736,0.0
548,23.83014738017087,0.0
549,23.83677201494187,0.0
550,23.84339467584763,0.0
551,23.850015359481056,0.0
552,23.856634062436072,0.0
553,23.863250781307617,0.0
554,23.86986551269166,0.0
555,23.876478253185184,0.0
556,23.8830889993862,0.0
557,23.88969774789374,0.0
558,23.89630449530788,0.0
559,23.902909238229704,258.81904510252076
560,23.909511973261335,499.99999999999994
561,23.91611269700594,707.1067811865476
562,23.9227114060677,866.0254037844386
563,23.929308097051855,965.9258262890684
564,23.935902766564666,1000.0
565,23.942495411213443,965.9258262890684
566,23.949086027606533,866.0254037844387
567,23.955674612353327,707.1067811865476
568,23.962261162064266,499.99999999999994
569,23.96884567335083,258.81904510252105
570,23.975428142825557,1.2246467991473532e-13
571,23.982008567102028,0.0
572,23.988586942794882,0.0
573,23.995163266519803,0.0
574,24.00173753489354,0.0
575,24.008309744533896,0.0
576,24.01487989205973,0.0
577,24.021447974090968,0.0
578,24.028013987248592,0.0
579,24.034577928154658,0.0
580,24.041139793432272,0.0
581,24.04769957970563,0.0
582,24.054257283599974,0.0
583,24.06081290174163,258.81904510252076
584,24.067366430758,499.99999999999994
585,24.073917867277558,707.1067811865476
586,24.080467207929846,866.0254037844386
587,24.087014449345496,965.9258262890684
588,24.093559588156214,1000.0
589,24.10010262099479,965.9258262890684
590,24.10664354449509,866.0254037844387
591,24.113182355292075,707.1067811865476
592,24.119719050021793,499.99999999999994
593,24.126253625321375,258.81904510252105
594,24.132786077829042,1.2246467991473532e-13
595,24.139316404184108,0.0
596,24.145844601026987,0.0
597,24.152370664999182,0.0
598,24.15889459274329,0.0
599,24.16541638090302,0.0
600,24.17193602612317,0.0
601,24.17845352504964,0.0
602,24.184968874329442,0.0
603,24.191482070610697,0.0
604,24.197993110542615,0.0
605,24.204501990775533,0.0
606,24.211008707960893,0.0
607,24.217513258751254,258.81904510252076
608,24.224015639800278,499.99999999999994
609,24.230515847762753,707.1067811865476
610,24.237013879294587,866.0254037844386
611,24.2435097310528,965.9258262890684
612,24.25000339969554,1000.0
613,24.25649488188207,965.9258262890684
614,24.262984174272788,866.0254037844387
615,24.26947127352921,707.1067811865476
616,24.275956176313983,499.99999999999994
617,24.28243887929089,258.81904510252105
618,24.288919379124835,1.2246467991473532e-13
619,24.295397672481865,0.0
620,24.301873756029153,0.0
621,24.308347626435022,0.0
622,24.314819280368916,0.0
623,24.321288714501435,0.0
624,24.327755925504313,0.0
625,24.334220910050426,0.0
626,24.340683664813806,0.0
627,24.34714418646962,0.0
628,24.35360247169419,0.0
629,24.36005851716499,0.0
630,24.366512319560638,0.0
631,24.372963875560917,258.81904510252076
632,24.379413181846758,499.99999999999994
633,24.38586023510025,707.1067811865476
634,24.392305032004643,866.0254037844386
635,24.398747569244353,965.9258262890684
636,24.405187843504947,1000.0
637,24.41162585147317,965.9258262890684
638,24.418061589836913,866.0254037844387
639,24.424495055285256,707.1067811865476
640,24.430926244508438,499.99999999999994
641,24.43735515419787,258.81904510252105
642,24.443781781046134,1.2246467991473532e-13
643,24.450206121746987,0.0
644,24.45662817299537,0.0
645,24.463047931487388,0.0
646,24.46946539392034,0.0
647,24.475880556992692,0.0
648,24.482293417404108,0.0
649,24.48870397185542,0.0
650,24.495112217048657,0.0
651,24.50151814968704,0.0
652,24.50792176647497,0.0
653,24.514323064118038,0.0
654,24.520722039323044,0.0
655,24.527118688797962,258.81904510252076
656,24.533513009251976,499.99999999999994
657,24.539904997395467,707.1067811865476
658,24.546294649940013,866.0254037844386
659,24.552681963598392,965.9258262890684
660,24.559066935084587,1000.0
661,24.56544956111379,965.9258262890684
662,24.571829838402394,866.0254037844387
663,24.578207763668,707.1067811865476
664,24.584583333629425,499.99999999999994
665,24.590956545006694,258.81904510252105
666,24.59732739452104,1.2246467991473532e-13
667,24.603695878894925,0.0
668,24.610061994852014,0.0
669,24.616425739117197,0.0
670,24.62278710841658,0.0
671,24.629146099477502,0.0
672,24.635502709028508,0.0
673,24.64185693379938,0.0
674,24.64820877052113,0.0
675,24.654558215925988,0.0
676,24.66090526674742,0.0
677,24.66724991972012,0.0
678,24.673592171580022,0.0
679,24.679932019064292,258.81904510252076
680,24.686269458911333,499.99999999999994
681,24.692604487860784,707.1067811865476
682,24.698937102653527,866.0254037844386
683,24.705267300031693,965.9258262890684
684,24.71159507673864,1000.0
685,24.717920429518983,965.9258262890684
686,24.724243355118585,866.0254037844387
687,24.730563850284554,707.1067811865476
688,24.736881911765245,499.99999999999994
689,24.743197536310273,258.81904510252105
690,24.749510720670504,1.2246467991473532e-13
691,24.755821461598053,0.0
692,24.762129755846296,0.0
693,24.768435600169877,0.0
694,24.774738991324686,0.0
695,24.78103992606788,0.0
696,24.787338401157882,0.0
697,24.793634413354386,0.0
698,24.799927959418337,0.0
699,24.806219036111962,0.0
700,24.812507640198756,0.0
701,24.818793768443484,0.0
702,24.825077417612185,0.0
703,24.83135858447217,258.81904510252076
704,24.837637265792033,499.99999999999994
705,24.843913458341646,707.1067811865476
706,24.85018715889216,866.0254037844386
707,24.856458364216007,965.9258262890684
708,24.8627270710869,1000.0
709,24.868993276279845,965.9258262890684
710,24.875256976571134,866.0254037844387
711,24.881518168738335,707.1067811865476
712,24.887776849560325,499.99999999999994
713,24.89403301581726,258.81904510252105
714,24.90028666429059,1.2246467991473532e-13
715,24.90653779176307,0.0
716,24.912786395018745,0.0
717,24.919032470842957,0.0
718,24.92527601602235,0.0
719,24.93151702734487,0.0
720,24.937755501599774,0.0
721,24.94399143557761,0.0
722,24.95022482607024,0.0
723,24.956455669870838,0.0
724,24.962683963773884,0.0
725,24.96890970457517,0.0
726,24.975132889071805,0.0
727,24.98135351406221,258.81904510252076
728,24.987571576346117,499.99999999999994
729,24.993787072724587,707.1067811865476
730,25.0,866.0254037844386
731,25.006210354976048,965.9258262890684
732,25.012418134457754,1000.0
733,25.01862333525147,965.9258262890684
734,25.02482595416486,866.0254037844387
735,25.03102598800693,707.1067811865476
736,25.037223433588018,499.99999999999994
737,25.043418287719774,258.81904510252105
738,25.049610547215202,1.2246467991473532e-13
739,25.055800208888634,0.0
740,25.061987269555736,0.0
741,25.068171726033512,0.0
742,25.074353575140307,0.0
743,25.080532813695804,0.0
744,25.086709438521044,0.0
745,25.092883446438393,0.0
746,25.099054834271573,0.0
747,25.105223598845654,0.0
748,25.111389736987054,0.0
749,25.11755324552354,0.0
750,25.123714121284237,0.0
751,25.12987236109962,258.81904510252076
752,25.13602796180152,499.99999999999994
753,25.14218092022313,707.1067811865476
754,25.148331233199002,866.0254037844386
755,25.154478897565042,965.9258262890684
756,25.160623910158527,1000.0
757,25.16676626781809,965.9258262890684
758,25.17290596738374,866.0254037844387
759,25.179043005696848,707.1067811865476
760,25.18517737960015,499.99999999999994
761,25.19130908593776,258.81904510252105
762,25.197438121555155,1.2246467991473532e-13
763,25.2035644832992,0.0
764,25.209688168018126,0.0
765,25.215809172561535,0.0
766,25.221927493780427,0.0
767,25.228043128527165,0.0
768,25.2341560736555,0.0
769,25.240266326020574,0.0
770,25.2463738824789,0.0
771,25.252478739888385,0.0
772,25.258580895108327,0.0
773,25.264680344999412,0.0
774,25.27077708642372,0.0
775,25.27687111624472,258.81904510252076
776,25.282962431327277,499.99999999999994
777,25.289051028537656,707.1067811865476
778,25.29513690474352,866.0254037844386
779,25.301220056813925,965.9258262890684
780,25.307300481619333,1000.0
781,25.313378176031613,965.9258262890684
782,25.319453136924036,866.0254037844387
783,25.325525361171273,707.1067811865476
784,25.331594845649416,499.99999999999994
785,25.337661587235953,258.81904510252105
786,25.34372558280979,1.2246467991473532e-13
787,25.349786829251244,0.0
788,25.355845323442047,0.0
789,25.361901062265353,0.0
790,25.367954042605717,0.0
791,25.37400426134913,0.0
792,25.380051715382997,0.0
793,25.38609640159614,0.0
794,25.39213831687882,0.0
795,25.39817745812271,0.0
796,25.40421382222091,0.0
797,25.410247406067956,0.0
798,25.416278206559813,0.0
799,25.422306220593875,258.81904510252076
800,25.42833144506897,499.99999999999994
801,25.43435387688536,707.1067811865476
802,25.440373512944745,866.0254037844386
803,25.44639035015027,965.9258262890684
804,25.45240438540651,1000.0
805,25.458415615619483,965.9258262890684
806,25.464424037696656,866.0254037844387
807,25.470429648546933,707.1067811865476
808,25.476432445080675,499.99999999999994
809,25.482432424209676,258.81904510252105
810,25.488429582847193,1.2246467991473532e-13
811,25.494423917907923,0.0
812,25.500415426308027,0.0
813,25.506404104965114,0.0
814,25.512389950798244,0.0
815,25.518372960727945,0.0
816,25.524353131676197,0.0
817,25.53033046056644,0.0
818,25.53630494432358,0.0
819,25.542276579873985,0.0
820,25.548245364145483,0.0
821,25.55421129406738,0.0
822,25.560174366570443,0.0
823,25.56613457858691,258.81904510252076
824,25.572091927050494,499.99999999999994
825,25.578046408896377,707.1067811865476
826,25.583998021061213,866.0254037844386
827,25.589946760483137,965.9258262890684
828,25.595892624101765,1000.0
829,25.601835608858188,965.9258262890684
830,25.607775711694977,866.0254037844387
831,25.61371292955619,707.1067811865476
832,25.619647259387364,499.99999999999994
833,25.625578698135527,258.81904510252105
834,25.631507242749187,1.2246467991473532e-13
835,25.63743289017835,0.0
836,25.64335563737451,0.0
837,25.649275481290644,0.0
838,25.655192418881235,0.0
839,25.661106447102256,0.0
840,25.667017562911177,0.0
841,25.672925763266964,0.0
842,25.678831045130085,0.0
843,25.684733405462513,0.0
844,25.690632841227718,0.0
845,25.696529349390676,0.0
846,25.70242292691787,0.0
847,25.708313570777293,258.81904510252076
848,25.714201277938447,499.99999999999994
849,25.720086045372334,707.1067811865476
850,25.72596787005149,866.0254037844386
851,25.73184674894994,965.9258262890684
852,25.737722679043248,1000.0
853,25.743595657308475,965.9258262890684
854,25.749465680724214,866.0254037844387
855,25.755332746270568,707.1067811865476
856,25.761196850929174,499.99999999999994
857,25.76705799168318,258.81904510252105
858,25.772916165517273,1.2246467991473532e-13
859,25.778771369417647,0.0
860,25.78462360037204,0.0
861,25.790472855369714,0.0
862,25.79631913140146,0.0
863,25.802162425459606,0.0
864,25.808002734538007,0.0
865,25.813840055632067,0.0
866,25.81967438573871,0.0
867,25.82550572185641,0.0
868,25.83133406098518,0.0
869,25.837159400126573,0.0
870,25.842981736283683,0.0
871,25.848801066461156,258.81904510252076
